article,date,lien,title,label
"On devine désormais qui est derrière les pages Facebook sponsorisées par une société israélienne et supprimées, le 16 mai 2019, par le géant des réseaux sociaux. Inkyfada a mené une enquête pour découvrir qu’un seul candidat à la présidentielle tunisienne est épargné par ces pages qui le mettent en avant et s’attaquent à ses concurrents …Ces pages fake sponsorisées par la société israélienne Archimedes Group se sont intéressées à 6 pays africains, dont la Tunisie, qui s’apprête à tenir des élections législatives et présidentielles. Fermées par Facebook, leur contenu a pu être visualisé et analysé par Inkyfada, site spécialisé dans l’investigation.Ce qui ressort de l’enquête intitulée «A qui profite le crime?» et, menée par notre collègue Monia Ben Hamadi, c’est que le candidat à la présidentielle, Nabil Karoui, patron de Nessma TV, apparaît comme le principal sinon l’unique bénéficiaire de cette opération de manipulation. «A qui profite le crime?» Il a non seulement été épargné des critiques et présenté faussement comme un ancien opposant à la dictature de Ben Ali (or, il fût l’un des serviteurs zélé de cette dictature), mais aussi, lesdites pages s’attaquent essentiellement à tous ceux qui s’opposent aux pratiques frauduleuses et illégales de ce dernier. Aussi les intox ont essentiellement ciblé le chef du gouvernement Youssef Chahed et les personnalités publiques et politiques qui le défendent ou encore les médias dit pro-gouvernement (Mosaïque, Shems, Attessia et El Hiwar Ettounsi), ou qui critiquent souvent le patron de la chaîne Nessma, dont essentiellement Kapitalis, qui a n’a cessé de dénoncer les abus de M. Karoui, ce qui lui valut en retour des campagnes de diffamation et de dénigrement de la part de Nessma.Inkifada a découvert que cinq parmi ces 11 pages se sont donné pour mission de louer les mérites de Nabil Karoui (accusé d’évasion fiscale et de blanchiment d’argent), sa chaîne (diffusant pourtant illégalement depuis 2014) ou encore son association « Khalil Tounes » (utilisée pour collecter l’argent et mener sa campagne électorale sous couvert de charité). « Khalil Tounes » Ces fausses pages ont aussi critiqué la fermeture, par la force publique, en avril dernier, de Nessma TV, ordonnée par la La Haute autorité indépendante de la communication audiovisuelle (Haica), pour diffusion illégale. Kapitalis est, en effet, un poison… pour Karoui et ses sbires.  Interrogé à ce propos par Inkyfada, Nabil Karoui aurait mal réagi aux questions des enquêteurs, précise encore la même source : «Je ne comprends pas pourquoi vous m’appelez ? Est-ce que vous avez quelque chose qui vous relie à moi personnellement? Pourquoi vous n’appelez pas une société ?», a-t- répondu. Je ne comprends pas pourquoi vous m’appelez ? Est-ce que vous avez quelque chose qui vous relie à moi personnellement? Pourquoi vous n’appelez pas une sociétéInkyfada précise qu’à la fin de la conversation, M. Karoui affirme consentir à répondre par mail aux questions qui lui ont été adressées. Ce qu’il ne fera jamais malgré les relances, affirme le site d’investigation.Les pages sponsorisées depuis Tel Aviv via Archimedes, société qui serait gérée par un certain Elinadav Heymann, présenté comme un ancien agent du renseignement de l’armée de l’air israélienne, ont finalement attaqué la quasi totalité des candidats à la présidentielle, sauf (drôle de hasard tout de même !) le sulfureux Nabil Karoui. En serait-il le commanditaire ? Difficile de ne pas le penser…D’ailleurs, ce ne sont pas les seules Fake news visant à manipuler l’opinion publique qui vont dans son sens. En effet, la dernière en date : Visactu, une société française a dénoncé l’utilisation de son nom et son logo, le 31 mai dernier, pour diffuser les résultats d’un sondage bidon, qui, par un autre curieux hasard, place Nabil Karoui en tête des intentions de vote pour la présidentielle… Ces grossières manipulations ressemblent beaucoup au patron de Nessma, chaîne (très) privée, qui a souvent recouru à la désinformation, à l’intox et au dénigrement de ceux qui dénoncent les abus de son patron. Plusieurs enregistrements audio fuités prouvent les pratiques contraires aux règles déontologiques et aux principes moraux dont M. Karoui s’est fait le champion en Tunisie. Dans ces enregistrements, ce dernier demande expressément à ses journalistes de montrer de faux mico-trottoirs et de fabriquer des reportages à charge, quitte à inventer des histoires de toutes pièces, dans le but de salir la réputation de ceux qui dénoncent ses pratiques. C’est aussi lui qui s’est vanté, un jour, dans l’un des enregistrements disponibles sur le web, d’être un faiseur de roi : «Je suis puissant, j’ai une chaîne TV et c’est moi qui commande», a-t-il lancé. Une phrase digne d’un mafieux… Je suis puissant, j’ai une chaîne TV et c’est moi qui commande",2019/06/04,http://kapitalis.com/tunisie/2019/06/04/karoui-seul-candidat-a-la-presidentielle-tunisienne-epargne-par-les-pages-facebook-sponsorisees-depuis-israel/,"Karoui, seul candidat à la présidentielle tunisienne épargné par les pages Facebook sponsorisées depuis Israël",autres
"À quelques semaines des présidentielles et législatives, la scène politique tunisienne est en pleine effervescence. Mais au-delà des tergiversations, des louvoiements et des tentatives de repositionnements, les partis au pouvoir risquent d’essuyer un camouflet électoral retentissant.     L’état d’instabilité, de décomposition et d’effritement que l’on observe aujourd’hui au sein des partis au pouvoir, les bouleversements récents et continus au sein des partis et des blocs parlementaires dictés par le soucis de se repositionner dans la scène politique plutôt que de celui de défendre les intérêts des électeurs, dénotent leur fragilité d’une part, et augurent d’autre part, d’une transformation imminente et imprévisible de tout le paysage politique en Tunisie.  En outre, cette effervescence est accentuée par l’émergence du Parti destourien libre (PDL) depuis 2016, qui propose l’amendement de la Constitution tout en proposant un programme politique, économique et social assez consistant, et la dernière annonce de candidature de Nabil Karoui, patron de Nessma TV, aux présidentielles ainsi que sa participation à travers ses propres listes aux législatives.  La montée en force de ces deux acteurs politiques vient accentuer le désarroi et perturber les positions et les plans des partis au pouvoir, qui ont dilapidé le capital de confiance de leurs électeurs, qui leur permit, en 2014, d’arriver au pouvoir.  En effet, les partis au pouvoir, principalement Ennahdha, Nidaa Tounes et Tahya Tounes, né dune scission au sein de ce dernier, sont conscients, sans avoir le courage de le déclarer ouvertement au peuple, de leur échec dans la gouvernance du pays, et pourtant, ils sont déterminés à préserver leur position malgré le déclin évident de leur popularité, quitte à perturber et à violer le processus démocratique en cours. Vue la menace que représentent ces deux nouveaux concurrents, qui semblent être, d’après des sondages dignes de foi, occuper les premières positions, devançant de beaucoup les partis au pouvoir, ces derniers vont tenter par tous les moyens possibles de freiner leur ascension voir même de les empêcher d’exercer leurs droits constitutionnels en invoquant divers motifs, justifiés ou fabriqués. Cependant, toutes les manigances et les recours malicieusement préparés seront voués à l’échec, d’autant plus que l’électeur tunisien est actuellement en état d’éveil vigilant, ce dont témoigne l’empressement de nombreux citoyens, jusque-là passifs, à s’inscrire sur les listes électorales. Ce qui signifie que cette détermination qu’expriment déjà les intentions de vote dans les sondages pèsera dans les bureaux de vote le jour du choix des députés et du président de la république.  C’est pourquoi, il est vivement conseillé aux partis au pouvoir de ne pas tenter de perturber le bon déroulement des campagnes en cherchant à freiner déloyalement leurs concurrents, d’accepter la réalité des changements survenus dans l’opinion publique et de respecter les règles du jeu démocratique, qui consistent, surtout, à s’incliner devant la volonté du peuple, exprimée par le verdict des urnes. * Ingénieur général du génie maritime.* Ingénieur général du génie maritime.Articles du même auteur dans Kapitalis: Articles du même auteur dans Kapitalis:  http://kapitalis.com/tunisie/2016/09/02/pour-alleger-le-fardeau-economique-et-social-des-accidents-de-la-route/ http://kapitalis.com/tunisie/2018/07/07/arnaque-surcharge-indue-des-factures-de-la-sonede-et-de-lonas/ ",2019/06/04,http://kapitalis.com/tunisie/2019/06/04/tunisie-en-attendant-les-grandes-surprises-des-prochaines-elections/,Tunisie : En attendant les grandes surprises des prochaines élections,nahdha
"Le sondage sur les intentions de vote, plaçant Nabil Karoui en tête de liste, et attribué à Visactu, est un faux, utilisant le nom et le logo de la marque, qui a déploré, ce matin, vendredi 31 mai 2019, l’usurpation de son nom pour diffuser cette intox.Une page facebook utilise notre logo et notre marque et publie de fausses informations sur les élections à venir en Tunisie. Elle a publié un faux sondage sur les législatives et présidentielles tunisiennes et détourné notre marque et notre logo»Nous appelons les candidats, les médias et les électeurs tunisiens à la plus grande vigilance et à ne pas relayer de fausses informations«Parti de Nabil Karoui»",2019/05/31,http://kapitalis.com/tunisie/2019/05/31/karoui-en-tete-dun-sondage-monte-de-toute-piece-la-societe-francaise-visactu-deplore-lusurpation-de-sa-marque/,Karoui en tête d’un sondage monté de toute pièce : La société française Visactu déplore l’usurpation de sa marque !,autres
"Selon une source proche du dossier, Belhassen Trabelsi, le beau-frère de l’ancien président tunisien Zine El Abdidine Ben Ali, a comparu à nouveau, le 22 mai 2019, devant le juge d’instruction Henri Pons des juridictions inter-régionales spécialisées (JIRS) de Marseille, sud de la France. M. Trabelsi, qui était accompagné de ses avocats parisiens, a indiqué au juge d’instruction qu’il a quitté le Canada, où il s’était réfugié après sa fuite de la Tunisie, le 14 janvier 2011, à la date du 16 mai 2016. Il a, cependant, impliqué, dans sa fuite de Montréal, l’ancien président Ben Ali, réfugié lui aussi depuis 14 janvier 2011 en Arabie saoudite, en affirmant que ce dernier a organisé son départ du Canada avec l’aide d’une Ong internationale, ajoutant qu’il ne savait pas, au moment du départ, où cette Ong allait l’emmener. À son arrivée en Europe, M. Trabelsi était attendu par son avocat tunisien, Me Fayçal Triki, qui est également mis en examen dans cette affaire, mais, très malade, il n’a pas été incarcéré mais maintenu sous contrôle judiciaire à son domicile du 15e arrondissement parisien. Malgré les preuves accablantes de blanchiment d’argent et les virements à son profit de plus de 5 millions d’euros (M€) en provenance du Liban, M. Trabelsi a continué à affirmer qu’il est sans ressource depuis son départ de Tunisie en 2011. Allégation difficile à admettre, car le prévenu roule en France avec une Audi Q7 et une BMW 325, porte une montre d’une valeur de 27.000 € et vit dans une villa près de Nice d’une valeur de 1,5 M€. Selon la même source, le frère de Leila Ben Ali a été très bavard avec les enquêteurs français au sujet des personnes qui l’on aidé à quitter le Canada et a même impliqué des gens qui ont risqué leur vie pour lui, allant jusqu’a mettre en cause l’ancien président Ben Ali. Il a, cependant, refusé de répondre aux questions du juge d’instruction au sujet de ses 14 comptes bancaires ouverts en Europe, Monaco, les Îles Marshall, le Liban, l’Egypte et l’Espagne, et pour lesquels il est poursuivi en France pour blanchiment d’argent.M. Trabelsi, mis en examen à Marseille, le 12 mars 2019, pour «faux aggravé et blanchiment en bande organisée», a été libéré sous caution, le 28 mars. Sa libération été approuvée par le ministère de Justice à Paris, contre l’avis du juge d’instruction et du parquet à Marseille. Il sera de nouveau arrêté, le lendemain, suite à une demande du gouvernement tunisien. Et le 10 avril, la Cour d’Appel d’Aix-en-Provence a rejeté sa demande de remise en liberté et décidé de le maintenir en détention. Il sera finalement libéré à nouveau le 9 mai, mais sous des conditions strictes. «faux aggravé et blanchiment en bande organisée», L’affaire suit son cours en attendant le retour d’une dizaine de commissions rogatoires internationales et l’analyse de plusieurs clés USB et des milliers de documents saisis lors de la perquisition effectuée dans la villa que Trabelsi habite à Villeneuve Loubet. Ce dernier devra, d’ailleurs, recevoir une nouvelle convocation devant le juge d’instruction, début juillet, avant les vacances judiciaires d’été. Lors de son incarcération aux Baumettes de Marseille, le détenu a été maintenu à l’écart des autres détenus au Bâtiment B. Et malgré cet isolement décidé par le juge d’instruction et des responsables pénitentiaires, il a refusé, pendant près de deux mois, de quitter sa cellule à cause des menaces qu’il reçut d’autres détenus tunisiens. http://kapitalis.com/tunisie/2019/04/16/de-nouvelles-revelations-exclusives-sur-laffaire-belhassen-trabelsi/ http://kapitalis.com/tunisie/2019/04/15/kapitalis-publie-en-exclusivite-la-derniere-photo-de-belhassen-trabelsi/ ",2019/05/30,http://kapitalis.com/tunisie/2019/05/30/exclusif-de-nouvelles-revelations-sur-le-proces-de-belhassen-trabelsi-en-france/,Exclusif : De nouvelles révélations sur le procès de Belhassen Trabelsi en France,autres
"Avec son double langage, le parti islamiste Ennahdha se fout vraiment des Tunisiens. Encore une fois, le parti de Rached Ghannouchi dit une chose et fait son contraire, notamment en s’opposant à la réforme de la loi électorale pour mettre fin l’exploitation des actions caritatives à des fins politiques. ",2019/05/31,http://kapitalis.com/tunisie/2019/05/31/elections-le-parti-islamiste-ennahdha-prend-les-tunisiens-pour-des-idiots/,Elections : Le parti islamiste Ennahdha prend les Tunisiens pour des idiots,nahdha
"Selim Azzabi, Youssef Chahed et Kamel Morjane. Ce n’est pas un scoop. C’est presque même une redite voire un non-événement : le conseil national de Tahya Tounes, réuni hier, samedi 1er juin 2019, a élu Youssef Chahed au poste de président de ce jeune mouvement.  En fait, tout le monde sait que ce mouvement a été créé par des dissidents de Nidaa Tounes, associés à des personnalités issus d’autres partis (Afek Tounes, Al-Joumhouri, Al-Massar…) ou indépendantes, autour du leadership du chef du gouvernement, très probable candidat du mouvement à la prochaine présidentielle.  Aussi, et après avoir maintenu un faux suspense autour de ce sujet, M. Chahed s’est-il enfin résigné à sortir du bois au risque de voir la campagne hostile à sa personne s’intensifier autour du thème de l’utilisation des moyens de l’Etat au profit de son parti. Ce serait d’ailleurs de bonne guerre, car M. Chahed l’a un peu cherché en s’exposant de la sorte. Il aurait dû, à notre avis, quitter le gouvernement juste après l’adoption de la loi de finances et du budget de l’Etat 2019, c’est-à-dire fin décembre dernier. Mais il ne l’a pas fait. Espérons (pour lui et pour ses partisans) qu’il ne le regrettera pas.  Comme on devait s’y attendre, le parti islamiste Ennahdha, qui compte plusieurs membres dans le gouvernement Chahed, mais fidèle à son hypocrisie légendaire, commence à exprimer des états d’âmes, à faire la fine bouche et à s’inquiéter du… bon fonctionnement des structures de l’Etat et de l’administration publique après l’élection du chef du gouvernement à la présidence de Tahya Tounes. Rappelons, par ailleurs, que ce jeune mouvement s’est doté d’un président de son conseil national en la personne de Kamel Morjane, ex-président d’Al-Moubadara, parti ayant récemment fusionné avec Tahya Tounes. Il a également adopté, lors de sa réunion d’hier, le projet de règlement intérieur, et ce conformément aux recommandations du congrès constitutif, tenu le 27 avril dernier, à Monastir.  Par la même occasion, Selim Azzabi, secrétaire général du mouvement, a donné le coup d’envoi des consultations régionales pour la constitution des listes électorales pour les prochaines législatives. Ces consultations doivent être organisées les 14, 15 et 16 juin courant dans toute la république, en concertation avec les structures régionales du mouvement. Espérons aussi qu’à l’occasion de la constitution de ces listes électorales, on n’assistera pas aux premières fissures…  Imed Bahri ",2019/06/02,http://kapitalis.com/tunisie/2019/06/02/chahed-elu-president-de-tahya-tounes-le-chef-du-gouvernement-sort-du-bois/,Chahed élu président de Tahya Tounes : Le chef du gouvernement sort du bois,nahdha
"Le parti islamiste Ennahdha pourrait revoir ses relations avec le chef du gouvernement, Youssef Chahed, s’il venait à se présenter à la présidentielle.«Si Chahed annonce sa candidature, on se retrouvera dans une autre situation et, de ce fait, nous réexaminerons notre relation avec lui»,«oiseau rare",2019/06/03,http://kapitalis.com/tunisie/2019/06/03/tunisie-ennahdha-pourrait-larguer-chahed-sil-se-presente-a-la-presidentielletunisie-ennahdha-pourrait-larguer-chahed-sil-se-presente-a-la-presidentielle/,Tunisie : Ennahdha pourrait larguer Chahed s’il se présente à la présidentielle,nahdha
"La démesure et l’outrecuidance de Nabil Karoui témoignent d’une désinvolture impertinente qui le fait monter dans les sondages et lui permet de séduire une fraction de la population, corruptible à volonté, en dépit de toutes les casseroles bruyantes qu’il traîne derrière lui.  Pour les uns, tout autre que lui serait déjà inculpé, lourdement condamné et incarcéré. Il est inutile de se pencher vers la présomption d’innocence ou la présomption de culpabilité. Nabil Karoui, qui a cogéré longtemps la république depuis l’arrivée de Béji Caïd Essebsi et sa clique à Carthage, où il a su se rendre incontournable sans se mettre en avant, leur semblait l’exemple vivant que les pratiques du pouvoir et l’état de déliquescence des valeurs de justice et de probité étaient encore d’un usage courant nonobstant le changement de régime. Pire. Si du temps de Ben Ali les pratiques mafieuses étaient circonscrites à la «famille» et à ses courtisans, les huit années de liberté dite démocratique ont considérablement élargi le périmètre de la corruption et du mépris de la loi.   «famille» Pour d’autres, il n’est désormais passible que de la justice, éternelle celle-ci, d’un Dieu miséricordieux qui l’aurait déjà absout pour tous ses écarts passés.  Comment, en effet peut-on en vouloir à un homme au cœur brisé en mille morceaux par la perte de son fils et dont l’unique ambition dans la vie est désormais de venir en aide aux familles en détresse, d’atténuer leurs souffrances sans contrepartie? Voilà bien une vocation innovante et solidaire. Qui oserait de nos jours se charger d’en faire autant?   Mais dépassons les informations médiatiques trop manichéennes qui circulent sur les uns et les autres et voyons les choses autrement, plus posément. L’enrichissement sans cause, les détournements des biens publics, le népotisme, les abus de toutes sortes touchant tous les secteurs de l’économie, la violation de la loi, l’accélération du délitement de l’autorité de l’Etat, les complicités, les allégeances, le clientélisme, le vol et la rapine qui devenaient un ultime moyen de survie, les trafics juteux couverts par les pouvoirs politiques et surtout le sentiment général d’impunité qui règne chez tous les contrevenants, avaient reproduit une dynamique mortifère qui a largement concouru, et participe encore, à la désintégration du tissu économique et social.  Evidemment, certains vous diront que la liberté démocratique n’a pas de prix et qu’elle vaut bien tous les écarts de conduite.  Devant ce sinistre processus, Youssef Chahed, qui a voulu faire de la transparence et de l’anti-corruption  le point central de sa politique à travers des de lois stéréotypées inspirées de principes néolibéraux globaux, qui a engagé des dispositifs visant à lutter contre le blanchiment d’argent, qui a cherché à mieux encadrer les marchés publics et faire adopter la loi sur la déclaration du patrimoine, vient d’installer un duo explosif chargé de promouvoir un code de bonne conduite politique. Il est même en train de réfléchir, paraît-il, à encadrer l’accès démocratique à l’offre politique. Un amendement de la loi électorale, qui n’a aucune chose d’aboutir, permettrait d’éliminer ainsi certains candidats qui ne posséderaient pas comme lui la stature suffisante pour être identifiés à l’Etat, ou de passer au crible les motivations et les idées qu’un candidat libre et sphérique d’opinion, qui n’a pas de bords ni de parti, veut défendre.   C’est là le propre des régimes dictatoriaux, et Youssef Chahed est sur la bonne voie.  En disant cela on ne se réfère évidemment ni à Robespierre ni à Hitler ni à Staline. En référence à l’étymologie, la dictature désignait à l’époque de la République romaine une magistrature exceptionnelle qui attribuait tous les pouvoirs à un seul homme pour un temps déterminé. Ainsi, si l’on élargit cette notion à la politique du présent chef de gouvernement et président de parti, et à l’état chaotique dans lequel se trouve le pays dans  bien de domaines, y compris celui des libertés publiques, on peut imaginer que nous sommes dans une configuration qui laisse entendre que la démocratie est capable de se muer très vite en pouvoir autoritaire. La république des copains et des coquins.  En huit années on aura tout vu. L’incertitude est devenue le paramètre central de la «transition», et la démocratie est de moins en moins l’objectif premier. Elle est recherchée pour d’autres fins et émerge comme un sous-produit fortuit des  conflits et des luttes entre des élites incapables de s’entendre sur des règles minimales, d’institutionnaliser le pluralisme pour sortir le pays de l’impasse. «transition» Alors, et devant l’impuissance de tous les gouvernements successifs à construire une société juste et à lutter contre le mal, le chef de gouvernement devrait aller à son tour se rhabiller, car il ne fait simplement pas le poids. C’est qu’en Tunisie, il y a toujours moyen de se tirer d’affaires. Il suffit d’être expert en coups tordus  et savamment rompu à toutes les techniques de la criminalité financière : corruption, blanchiment de capitaux et évasion fiscale réalisés en toute opacité tant que le contrevenant réel est non identifié et ses avoirs dissimulés à travers des sociétés écrans domiciliées dans des paradis fiscaux.  Comme d’autres ressources, le pouvoir a été largement utilisé comme moyen de transgression et de protection. La «Troïka», l’ancienne coalition conduite par le parti islamiste Ennahdha, Nidaa Tounes en passant par Slim Riahi et sa clique en savent quelque chose. Il suffit de disposer d’importants moyens financiers, bien ou mal acquis, d’enfiler la peau de monsieur propre pour contrôler les activités collectives et influencer la vie politique et institutionnelle au niveau local et national. Autant de garanties pour protéger ses avoirs et/ou monter en puissance. «Troïka» Il s’agit aussi d’un phénomène organisé dans la mesure où il tend à mettre en œuvre, sur un territoire circonscrit, des fonctions de régulation qui relèvent théoriquement des fonctions caractéristiques de l’Etat. Les bienfaiteurs de l’humanité tunisienne.  Nabil Karoui serait-il de cette trempe? D’après lui, quiconque souhaite exister en politique doit remplir deux conditions : être capable de faire céder autrui à ses instigations, et voir cette capacité reconnue par des tiers.  Homme d’affaires dans le secteur des médias, dirigeant politique et acteur associatif, son succès depuis 2014 dépendait de sa grande adaptation aux délabrements politiques, de son sens de l’organisation et de sa capacité à entretenir des relations avec le pouvoir politique, à instaurer des rapports de collusion et de complicité avec différentes sphères de la société civile et des institutions. Hier son entreprise de  publicité fut mise au service d’un mouvement politique en faisant vivre et prospérer un réseau de relations.  Aujourd’hui, une chaîne de télévision lui assure la promotion de sa propre image  de futur président de la république au-dessus de tout soupçon.   La démesure et l’outrecuidance de Nabil Karoui témoignent d’une désinvolture impertinente qui le fait monter dans les sondages et lui permet de séduire un jour une fraction de la population en dépit de toutes les casseroles bruyantes qu’il traîne derrière lui. Désespéré par un Nidaa Tounes empêtré dans d’interminables querelles de factions, n’ayant nulle sympathie envers d’autres partis dans lesquels il se retrouverait forcément isolé, craignant un redémarrage malvenu de la machine judiciaire, questionné en permanence sur la licéité de certains  programmes de sa chaîne sciemment engagée dans les partis-pris politiques,  ainsi que le recours à des formes insidieuses d’émissions d’autopromotion, il lui fallait trouver d’autres moyens pour faire oublier sa réputation, vraie ou usurpée,  d’ambitieux sans foi ni loi largement égratignée par ses ennemis afin de se réhabiliter aux yeux de l’opinion publique.  Entre le secteur publicitaire, sa vocation première, et la propagande politique, vers laquelle il se dirige pour se tirer d’affaires, neutraliser ses ennemis et propager sa doctrine et ses convictions républicaines, il n’y a pas l’ombre d’une feuille de papier à cigarette. Il a donc décidé de s’assagir, d’être poli, avenant, cordial et montrer que l’on peut être utile à son pays sans être un dirigeant politique et être heureux sans l’être. Il apprend à agir en citoyen soucieux des faiblesses et des indigences des laissés-pour-compte. Il est désormais convaincu que le pouvoir ne s’achète pas par les alliances éphémères, les accointances douteuses, mais par le dévouement à une cause en mettant ses réseaux et sa fortune au service d’une noble entreprise. Entre gens de bonne compagnie :  Noureddine Bhiri, Chafik Jarraya, Nabil Karoui et les autres.  Pour en arriver là, il a mis en route un audacieux mécanisme. Il a déterré ainsi, sans même le savoir, un très vieux procédé qui a occupé une grande place dans la vie antique, principalement à l’époque romaine : l’évergétisme. Une pratique du don à la collectivité, une sorte de mécénat envers la cité. La magnificence, autrement dit la disposition d’une personne riche à être généreuse et le montrer avec éclat, est un trait anthropologique universel et un invariant sociologique.  Et tout homme fortuné, à toute époque et en toute société dans laquelle il vit, tend, d’une manière ou d’une autre, pour assouvir sa soif de pouvoir, à être magnifique. Pour Nabil Karoui, ce sera l’Association Khalil Tounes. Elle a été créée en 2012 sous l’appellation sibylline de Nâss al-Khîr dans le but  de venir en aide aux familles démunies : logements, soins médicaux, assistance aux handicapés, formation, éducation, culture et loisirs.  Or les libéralités qui viennent au secours de la misère et qui préviennent le déshonneur doivent être accordées en silence et n’être connues que de ceux qu’on assiste sans qu’ils connaissent la main de leur donateur.  Déployant une générosité soudaine, aussi spontanée qu’ostentatoire, qui demeure imperceptible aux sens et quasi mystique, Nabil Karoui ne donne pas par piété. Arrogant et mégalomane, il se sent supérieur au corps du peuple et, s’il le fait, c’est pour être un jour reconnu et honoré.  Le don installe en effet un rapport formel entre l’œuvre charitable et son bénéficiaire qui s’en souviendra le moment venu. C’est le geste d’un homme qui aide la collectivité, non pas en puisant dans sa bourse mais en collectant les dons auprès de généreux donateurs, un faux mécène en somme de la vie publique  concurrençant glorieusement l’Etat et qui trouve un soutien auprès du peuple. Il s’attend néanmoins à un retour sur investissement. Raison pour laquelle il prélève, dit-on, l’identité des récipiendaires de ses largesses.  Pour ce faire, Nabil Karoui n’arrête pas de sillonner le pays d’ouest en est et du nord au sud. Tel un cultivateur qui laboure sa terre, il met dessus ce qui était dessous, révèle la misère, l’indigence et la forte croissance des inégalités, infligeant ainsi un démenti cinglant quant aux stratégies de réduction d’une pauvreté exténuée savamment élaborées par le gouvernement mais sans résultats tangibles. D’ailleurs il avait entretenu le chef de l’Etat de la gravité de la situation d’un pays définitivement perdu et de l’état d’un gouvernement  réduit à une troupe d’amuseurs publics.  Incarnation moderne du bandit au grand cœur. D’instrument de bienfaisance, l’activité de Khalil Tounes s’est avérée être une machine censée remplir une fonction politique. Quant à son promoteur, il aurait acquis suffisamment d’assurance pour se prendre pour l’homme providentiel et se déclarer candidat pour la présidentielle. Le voilà, comme tant d’autres, le révélateur de la magouille, de la trahison et de la forfaiture.  En fait, Nabil Karoui n’a rien inventé, il a seulement mis en évidence une nouvelle méthode permettant de mettre en place une nouvelle voyoucratie prête à tous les coups et aussi indigne que celles d’avant.  Cependant, dans l’antiquité le bienfait, qui n’est pas un impôt ni un cas de redistribution sociale, avait fini par être considéré par  le Sénat romain comme de la corruption  lorsqu’il est offert au cours d’une campagne électorale à  une fraction des citoyens et non pas à l’ensemble de la cité. On jugea en effet intolérable que l’on fasse de la bienfaisance un moyen d’accéder à  des charges politiques.  Dans l’histoire, la construction démocratique s’est accomplie avec l’imposition de la vertu politique. Comment faire vivre la relation de représentation si, d’une part, les électeurs sont corrompus par des faveurs et des cadeaux, et si, d’autre part, les candidats monnaient leur pouvoir pour s’enrichir ?  Ces deux écueils symétriques définissent deux conditions à remplir afin que dans l’avenir proche la démocratie représentative ne soit pas trop biaisée. Il est de notoriété publique que Nabil Karoui avait longtemps entretenu ses soutiens politiques qui lui fournissaient une couverture et une protection dans ses affaires. Nidaa Tounes ne structurant plus la vie politique, la porte est aujourd’hui ouverte à tous les aventuriers. Il a choisi pour sa part de reprendre sa liberté et de jouer sa carte avec l’appui de clans solidement installés dans la vie politique, d’accointances suspectes et de relations douteuses. Dans la mesure, dit-on, où le plus petit des chefs d’inculpation dont il fait l’objet empêcherait le commun des citoyens de trouver le sommeil là où un magouilleur fini dort tranquillement, il estime qu’il est grand temps pour lui d’avoir carrément une autorité sur le pays et ses institutions : pourquoi pas la magistrature suprême ?   Hélas, Nabil Karoui n’est malheureusement pas le seul membre de cette danse du balai où s’affrontent les ambitions personnelles de petits cuistres candidats potentiels à la présidentielle de 2019 qui n’ont cure de la Tunisie et du service de l’État.  Pour le moment, il s’agit de marquer sa «différence» et s’emparer du pouvoir. Peu importe le savoir-faire : la vertu de l’onction suprême leur livrera la compétence, ce qui leur permet de faire n’importe quoi, de préférence au service de leurs intérêts.«différence»  Être à la fois bienfaiteur de l’humanité, un argument vertueux de non-culpabilité, et candidat à la présidentielle exige des moyens : de l’argent, un parti et des militants, un programme et des soutiens puissants. L’enjeu est colossal. Nabil Karoui a-t-il suffisamment de ressources ? Dans le cas contraire il y a de fortes chances pour qu’il soit pris en otage par un parti non concurrent à la recherche de l’oiseau rare qui ira crescendo dans les exigences. Il risque alors de se retrouver, tout président qu’il est, dans l’état d’un moineau ayant traversé un ventilateur. Articles du même auteur dans Kapitalis : Articles du même auteur dans Kapitalis : ",2019/06/02,http://kapitalis.com/tunisie/2019/06/02/tunisie-les-ambitions-legitimes-de-nabil-karoui-dans-une-republique-de-voyous/,Tunisie : Les ambitions légitimes de Nabil Karoui dans une république de voyous,nahdha
"Neuf députés ont démissionné aujourd’hui, mardi 28 mai 2019, du bloc parlementaire du Front Populaire, notamment son président Ahmed Seddik et Mongi Rahoui (Watad). Ce bloc n’est désormais plus composé que de 7 députés du Parti des travailleurs et du Mouvement du peuple.",2019/05/28,http://kapitalis.com/tunisie/2019/05/28/neuf-deputes-du-front-populaire-quittent-le-bloc-parlementaire-desormais-vide-de-ses-principaux-leaders/,"Neuf députés du Front populaire quittent le bloc parlementaire, désormais vidé de ses principaux leaders",autres
"Nidaa Tounes (clan Hammamet) a annoncé aujourd’hui, mardi 28 mai 2019, l’élection, à l’unanimité, de Salma Elloumi Rekik, comme présidente du parti.Nidaa historique»,Nidaa historique». ",2019/05/28,http://kapitalis.com/tunisie/2019/05/28/salma-elloumi-rekik-elue-presidente-de-nidaa-tounes-clan-hammamet/,Salma Elloumi Rekik élue présidente de Nidaa Tounes (Clan Hammamet),nidaa
